review_id,product_id,country,category,anonymous_brand,rating,review_text,theme_seed,sentiment_label,topic_id,topic_label,top_words
R02488,P0356,Australia,Gochujang sauce,Japanese Brand K,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02489,P0356,Australia,Gochujang sauce,Japanese Brand K,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02490,P0356,Australia,Gochujang sauce,Japanese Brand K,2,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02491,P0356,Australia,Gochujang sauce,Japanese Brand K,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02492,P0356,Australia,Gochujang sauce,Japanese Brand K,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R02493,P0357,Australia,Gochujang sauce,Korean Brand P,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02494,P0357,Australia,Gochujang sauce,Korean Brand P,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02495,P0357,Australia,Gochujang sauce,Korean Brand P,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02496,P0357,Australia,Gochujang sauce,Korean Brand P,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02497,P0357,Australia,Gochujang sauce,Korean Brand P,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02498,P0357,Australia,Gochujang sauce,Korean Brand P,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02499,P0357,Australia,Gochujang sauce,Korean Brand P,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02500,P0357,Australia,Gochujang sauce,Korean Brand P,2,I would prefer a healthier version with cleaner ingredients.,health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02501,P0357,Australia,Gochujang sauce,Korean Brand P,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02502,P0358,Australia,Gochujang sauce,Korean Brand E,3,"The flavor is good, but it is too spicy for my family.",too_spicy,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02503,P0358,Australia,Gochujang sauce,Korean Brand E,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02504,P0358,Australia,Gochujang sauce,Korean Brand E,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02505,P0358,Australia,Gochujang sauce,Korean Brand E,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02506,P0358,Australia,Gochujang sauce,Korean Brand E,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02507,P0358,Australia,Gochujang sauce,Korean Brand E,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02508,P0358,Australia,Gochujang sauce,Korean Brand E,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02509,P0358,Australia,Gochujang sauce,Korean Brand E,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02510,P0358,Australia,Gochujang sauce,Korean Brand E,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R02511,P0358,Australia,Gochujang sauce,Korean Brand E,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02512,P0359,Australia,Gochujang sauce,Premium Import Brand H,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,positive,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02513,P0359,Australia,Gochujang sauce,Premium Import Brand H,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02514,P0359,Australia,Gochujang sauce,Premium Import Brand H,4,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02515,P0359,Australia,Gochujang sauce,Premium Import Brand H,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R02516,P0359,Australia,Gochujang sauce,Premium Import Brand H,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02517,P0359,Australia,Gochujang sauce,Premium Import Brand H,4,I would buy this more often if the halal certification was clearly shown.,halal_concern,positive,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02518,P0359,Australia,Gochujang sauce,Premium Import Brand H,4,Clear halal labeling would make me more confident to purchase.,halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02519,P0359,Australia,Gochujang sauce,Premium Import Brand H,2,"The product looks good, but I could not find clear halal information.",halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02520,P0360,Australia,Gochujang sauce,Premium Import Brand U,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02521,P0360,Australia,Gochujang sauce,Premium Import Brand U,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02522,P0360,Australia,Gochujang sauce,Premium Import Brand U,4,"It tastes good, but one pack is not enough for a full meal.",portion_size,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02523,P0360,Australia,Gochujang sauce,Premium Import Brand U,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02524,P0360,Australia,Gochujang sauce,Premium Import Brand U,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02525,P0360,Australia,Gochujang sauce,Premium Import Brand U,3,"The flavor is good, but it is too spicy for my family.",too_spicy,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02526,P0360,Australia,Gochujang sauce,Premium Import Brand U,4,"The flavor is good, but it is too spicy for my family.",too_spicy,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02527,P0360,Australia,Gochujang sauce,Premium Import Brand U,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02528,P0361,Australia,Frozen mandu,Japanese Brand X,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02529,P0361,Australia,Frozen mandu,Japanese Brand X,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02530,P0361,Australia,Frozen mandu,Japanese Brand X,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02531,P0361,Australia,Frozen mandu,Japanese Brand X,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02532,P0361,Australia,Frozen mandu,Japanese Brand X,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02533,P0361,Australia,Frozen mandu,Japanese Brand X,4,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02534,P0361,Australia,Frozen mandu,Japanese Brand X,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02535,P0361,Australia,Frozen mandu,Japanese Brand X,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02536,P0362,Australia,Frozen mandu,Korean Brand Y,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02537,P0362,Australia,Frozen mandu,Korean Brand Y,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02538,P0362,Australia,Frozen mandu,Korean Brand Y,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02539,P0362,Australia,Frozen mandu,Korean Brand Y,4,The serving size could be larger for the price.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02540,P0363,Australia,Frozen mandu,Local Brand V,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02541,P0363,Australia,Frozen mandu,Local Brand V,4,The serving size could be larger for the price.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02542,P0363,Australia,Frozen mandu,Local Brand V,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02543,P0363,Australia,Frozen mandu,Local Brand V,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02544,P0363,Australia,Frozen mandu,Local Brand V,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02545,P0363,Australia,Frozen mandu,Local Brand V,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02546,P0363,Australia,Frozen mandu,Local Brand V,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02547,P0363,Australia,Frozen mandu,Local Brand V,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02548,P0363,Australia,Frozen mandu,Local Brand V,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02549,P0363,Australia,Frozen mandu,Local Brand V,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02550,P0364,Australia,Frozen mandu,Premium Import Brand Z,4,The serving size could be larger for the price.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02551,P0364,Australia,Frozen mandu,Premium Import Brand Z,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02552,P0364,Australia,Frozen mandu,Premium Import Brand Z,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02553,P0364,Australia,Frozen mandu,Premium Import Brand Z,4,"The product looks good, but I could not find clear halal information.",halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02554,P0364,Australia,Frozen mandu,Premium Import Brand Z,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02555,P0364,Australia,Frozen mandu,Premium Import Brand Z,4,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02556,P0364,Australia,Frozen mandu,Premium Import Brand Z,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02557,P0364,Australia,Frozen mandu,Premium Import Brand Z,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02558,P0365,Australia,Frozen mandu,Japanese Brand X,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02559,P0365,Australia,Frozen mandu,Japanese Brand X,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R02560,P0365,Australia,Frozen mandu,Japanese Brand X,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R02561,P0365,Australia,Frozen mandu,Japanese Brand X,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02562,P0366,Australia,Frozen mandu,Japanese Brand S,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02563,P0366,Australia,Frozen mandu,Japanese Brand S,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02564,P0366,Australia,Frozen mandu,Japanese Brand S,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02565,P0366,Australia,Frozen mandu,Japanese Brand S,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02566,P0366,Australia,Frozen mandu,Japanese Brand S,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02567,P0366,Australia,Frozen mandu,Japanese Brand S,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02568,P0366,Australia,Frozen mandu,Japanese Brand S,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02569,P0366,Australia,Frozen mandu,Japanese Brand S,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02570,P0366,Australia,Frozen mandu,Japanese Brand S,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02571,P0366,Australia,Frozen mandu,Japanese Brand S,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02572,P0367,Australia,Frozen mandu,Korean Brand T,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02573,P0367,Australia,Frozen mandu,Korean Brand T,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02574,P0367,Australia,Frozen mandu,Korean Brand T,2,The label information could be clearer and easier to read.,packaging_issue,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02575,P0367,Australia,Frozen mandu,Korean Brand T,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02576,P0367,Australia,Frozen mandu,Korean Brand T,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02577,P0367,Australia,Frozen mandu,Korean Brand T,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02578,P0368,Australia,Frozen mandu,Korean Brand D,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02579,P0368,Australia,Frozen mandu,Korean Brand D,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02580,P0368,Australia,Frozen mandu,Korean Brand D,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02581,P0368,Australia,Frozen mandu,Korean Brand D,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02582,P0368,Australia,Frozen mandu,Korean Brand D,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02583,P0368,Australia,Frozen mandu,Korean Brand D,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02584,P0368,Australia,Frozen mandu,Korean Brand D,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02585,P0368,Australia,Frozen mandu,Korean Brand D,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02586,P0368,Australia,Frozen mandu,Korean Brand D,2,"I like it, but I would only buy again if there is a discount.",price_sensitivity,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02587,P0369,Australia,Ready meal,Korean Brand Q,2,The portion is smaller than expected.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02588,P0369,Australia,Ready meal,Korean Brand Q,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02589,P0369,Australia,Ready meal,Korean Brand Q,4,"The product looks good, but I could not find clear halal information.",halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02590,P0369,Australia,Ready meal,Korean Brand Q,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02591,P0369,Australia,Ready meal,Korean Brand Q,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02592,P0369,Australia,Ready meal,Korean Brand Q,3,I would prefer a healthier version with cleaner ingredients.,health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02593,P0369,Australia,Ready meal,Korean Brand Q,2,"The product looks good, but I could not find clear halal information.",halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02594,P0369,Australia,Ready meal,Korean Brand Q,4,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02595,P0370,Australia,Ready meal,Local Brand X,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02596,P0370,Australia,Ready meal,Local Brand X,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02597,P0370,Australia,Ready meal,Local Brand X,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02598,P0370,Australia,Ready meal,Local Brand X,4,I wish there was a milder version because the spice level is too strong.,too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R02599,P0370,Australia,Ready meal,Local Brand X,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02600,P0371,Australia,Ready meal,Korean Brand G,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02601,P0371,Australia,Ready meal,Korean Brand G,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02602,P0371,Australia,Ready meal,Korean Brand G,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02603,P0371,Australia,Ready meal,Korean Brand G,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02604,P0371,Australia,Ready meal,Korean Brand G,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02605,P0371,Australia,Ready meal,Korean Brand G,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02606,P0371,Australia,Ready meal,Korean Brand G,2,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02607,P0372,Australia,Ready meal,Local Brand B,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02608,P0372,Australia,Ready meal,Local Brand B,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02609,P0372,Australia,Ready meal,Local Brand B,2,Clear halal labeling would make me more confident to purchase.,halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02610,P0372,Australia,Ready meal,Local Brand B,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02611,P0372,Australia,Ready meal,Local Brand B,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02612,P0372,Australia,Ready meal,Local Brand B,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R02613,P0373,Australia,Ready meal,Korean Brand W,2,"I like it, but I would only buy again if there is a discount.",price_sensitivity,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R02614,P0373,Australia,Ready meal,Korean Brand W,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02615,P0373,Australia,Ready meal,Korean Brand W,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R02616,P0373,Australia,Ready meal,Korean Brand W,4,Clear halal labeling would make me more confident to purchase.,halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R02617,P0373,Australia,Ready meal,Korean Brand W,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R02618,P0374,Australia,Ready meal,Premium Import Brand N,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02619,P0374,Australia,Ready meal,Premium Import Brand N,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R02620,P0374,Australia,Ready meal,Premium Import Brand N,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
